id_i,id_j,similitud_ponderada
3,146,0.3054145188432738
3,147,0.04279204298133662
3,148,0.3133333333333333
3,149,0.4853553390593273
3,150,0.2606452541678779
3,151,0.2627920429813366
3,152,0.12363501964720244
3,153,0.025289915108550526
3,154,0.52955213750218
3,155,0.013719886811400706
3,156,0.13356073451259098
3,157,0.167968361621102
4,5,0.06324555320336758
4,6,0.3782455532033676
4,7,0.4975741858350554
4,8,0.4894427190999916
4,9,0.3736919704220576
4,10,0.21324555320336758
4,11,0.4825741858350554
4,12,0.15916407864998738
4,13,0.3782455532033676
4,14,0.4894427190999916
4,15,0.595744162894683
4,16,0.7632455532033676
4,17,0.10985513362318475
4,18,0.260655922535588
4,19,0.15
4,20,0.37649110640673517
4,21,0.16
4,22,0.19757418583505537
4,23,0.175
4,24,0.18457649317318053
4,25,0.06324555320336758
4,26,0.20388543819998317
4,27,0.37449275933446086
4,28,0.12649110640673517
4,29,0.2486579677265607
4,30,0.13327955589886445
4,31,0.3438854381999832
4,32,0.1699193338482967
4,33,0.3991640786499874
4,34,0.3632455532033676
4,35,0.21888543819998316
4,36,0.3394427190999916
4,37,0.11065592253558801
4,38,0.07824555320336758
4,39,0.5029866003582486
4,40,0.36827955589886446
4,41,0.29770430984233154
4,42,0.43257418583505536
4,43,0.5310683370587812
4,44,0.08365796772656073
4,45,0.16
4,46,0.17888543819998318
4,47,0.10327955589886446
4,48,0.4349193338482967
4,49,0.7475741858350554
4,50,0.14410438494525077
4,51,0.14149110640673515
4,52,0.10407038224975389
4,53,0.5650000000000001
4,54,0.5032795558988644
4,55,0.7288854381999832
4,56,0.3991640786499874
4,57,0.36429785272317633
4,58,0.1341640786499874
4,59,0.6841640786499874
4,60,0.1469035209299283
4,61,0.4619035209299283
4,62,0.29410438494525076
4,63,0.1477043098423316
4,64,0.14916407864998737
4,65,0.32824555320336757
4,66,0.07824555320336758
4,67,0.07824555320336758
4,68,0.11827955589886446
4,69,0.42041241452319317
4,70,0.18041241452319315
4,71,0.6282455532033676
4,72,0.5854124145231933
4,73,0.18257418583505539
4,74,0.2000986416355796
4,75,0.10444271909999159
4,76,0.014999999999999996
4,77,0.5132455532033676
4,78,0.07824555320336758
4,79,0.06324555320336758
4,80,0.1386919704220576
4,81,0.43026754814637785
4,82,0.4725741858350554
4,83,0.19999999999999998
4,84,0.3810683370587811
4,85,0.28869197042205763
4,86,0.7449193338482968
4,87,0.660655922535588
4,88,0.1386919704220576
4,89,0.41944271909999153
4,90,0.31957649317318054
4,91,0.16
4,92,0.31991933384829674
4,93,0.3053772820855838
4,94,0.44601126159491533
4,95,0.6682795558988646
4,96,0.12944271909999158
4,97,0.08944271909999159
4,98,0.4894427190999916
4,99,0.10444271909999159
4,100,0.18416407864998738
4,101,0.11827955589886446
4,102,0.1341640786499874
4,103,0.06324555320336758
4,104,0.13985513362318475
4,105,0.4398551336231847
4,106,0.5486579677265608
4,107,0.41065592253558797
4,108,0.21324555320336758
4,109,0.3394427190999916
4,110,0.44999999999999996
4,111,0.4894427190999916
4,112,0.49865796772656074
4,113,0.09865796772656073
4,114,0.09865796772656073
